ca,cati,cati_url,endereco,municipio,email,telefone,responsavel,tecnicos,tem_dados
CA de Tarabaí,CATI Regional de Presidente Prudente,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Presidente%20Prudente,"Endereço: Rua Armando Januário, nº 321 - CEP: 19210-000",Município: Tarabaí,E-mail:,Telefone: (18) 3289-1143,Responsável: Eng. Agr. Marco Aurélio Fernandes,Técnicos: Méd. Vet. Mônica de Oliveira Cordeiro (Convênio Prefeitura Municipal),True
CA de Tarumã,CATI Regional de Assis,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Assis,"Endereço: Rua das Andorinhas, n.º 336 - CEP: 19820-000",Município: Tarumã,E-mail: ca.taruma@cati.sp.gov.br,Telefone: (18) 3329-1014,Responsável: Eng. Agr. Mário Augusto Totti,Técnicos:,True
CA de Tatuí,CATI Regional de Itapetininga,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Itapetininga,"Endereço: Rua Treze de Maio, 1084 - CEP: 18270-210",Município: Tatuí,E-mail: fabio.fiusa@sp.gov.br,Telefone: (15) 3251-4386,Responsável: Eng. Agr. Fábio Francisco Fiúsa,Técnicos:,True
CA de Taubaté,CATI Regional de Pindamonhangaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Pindamonhangaba,"Endereço: Rua Benedito Cursino dos Santos, 155 - Centro - CEP: 12030-190",Município: Taubaté,E-mail: ca.taubate@cati.sp.gov.br,Telefone: (12) 3633-3449,Responsável: Eng. Agr. Maria de Fátima Santos Cardoso,Técnicos:,True
CA de Tejupá,CATI Regional de Ourinhos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ourinhos,"Endereço: Rua Alexandre Abia, 249 - CEP: 18830-000",Município: Tejupá,E-mail: ca.tejupa@cati.sp.gov.br,Telefone: (14) 3385-1130,Responsável: Eng. Agr. Sérgio Luis Villas Boas Tambara,Técnicos:,True
CA de Teodoro Sampaio,CATI Regional de Presidente Venceslau,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Presidente%20Venceslau,"Endereço: Av. Cuiabá, 930 - CEP: 19280-000",Município: Teodoro Sampaio,E-mail: ca.teodorosampaio@cati.sp.gov.br,Telefone: (18) 3282-1235,Responsável: Méd. Vet. Felipe Melhado,Técnicos:,True
CA de Terra Roxa,CATI Regional de Barretos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Barretos,"Endereço: Rua Valentim Silva, s/n - CEP: 14745-000",Município: Terra Roxa,E-mail: ca.terraroxa@cati.sp.gov.br,Telefone: (17) 3395-1190,Responsável: Eng. Agr. Rolando Salomão Carvalho Custódio do Nascimento,Técnicos:,True
CA de Tietê,CATI Regional de Piracicaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Piracicaba,"Endereço: Rua do Comércio, nº 954 - CEP: 18530-000",Município: Tietê,E-mail: ca.tiete@cati.sp.gov.br,Telefone: (15) 3282-1331,Responsável: Eng. Agr. Mauricio Perissinotto (Diretor Técnico de Divisão),Técnicos: Eng. Agr. Antonio Carlos Nicolosi de Faria; Jose Carlos Alves Bom (Técnico de Apoio Agropecuário),True
CA de Timburi,CATI Regional de Ourinhos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ourinhos,"Endereço: Rua Capitão Artur José dos Reis, 694 - CEP: 18860-000",Município: Timburi,E-mail: ca.timburi@cati.sp.gov.br,Telefone: (14) 3389-1244,Responsável: Eng. Agr. Sérgio Luis Villas Boas Tambara,Técnicos:,True
CA de Torre de Pedra,CATI Regional de Itapetininga,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Itapetininga,"Endereço: Emídio Dias de Camargo, 93 - CEP: 18265-000",Município: Torre de Pedra,E-mail: edr.itapetininga@cati.sp.gov.br,Telefone: (15) 3252-8000,Responsável: Médico Veterinário Marcelo Ament Giuliani dos Santos,Técnicos:,True
CA de Torrinha,CATI Regional de Jaú,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ja%C3%BA,"Endereço: Rua Irene Lacerda, nº. 278 - CEP: 17360-000",Município: Torrinha,E-mail: ca.torrinha@cati.sp.gov.br,Telefone: (14) 3656-1493,Responsável: Engº Agrº Ricardo Cassola,Técnicos:,True
Trabiju,,,,,,,,,False
Tremembé,,,,,,,,,False
CA de Três Fronteiras,CATI Regional de Jales,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Jales,"Endereço: Rua Tenente Dércio Lupiano de Assis, 457 - CEP: 15770-000",Município: Três Fronteiras,E-mail: ca.tresfronteiras@cati.sp. gov.br,Telefone: (17) 3691-1156,Responsável: Eng. Agr. Suzana Eda Vila Rios,Técnicos: Eng. Agr. Suzana Eda Vila Rios (CATI); Méd. Vet. Adelino Rocca Filho (Convênio SAA/PM); Diogo Henrique Segura (PM); João Batista Neto (PM); Marilene Rossigalli Déo (PM); Luis Fernando Mazali (PM-Diretor do Dep. de Agropecuária e Meio Ambiente).,True
CA de Tuiuti,CATI Regional de Bragança Paulista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bragan%C3%A7a%20Paulista,"Endereço: Rua Zeferino de Lima, 117 - Centro - CEP: 12930-000",Município: Tuiuti,E-mail: ca.tuiuti@cati.sp.gov.br,Telefone: (11) 4015-6460,Responsável: Eng. Agr. Rodrigo Baccan,Técnicos: Engº Agrº Francisco Botta.,True
CA de Tupã,CATI Regional de Tupã,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Tup%C3%A3,"Endereço: Rua Bororós, nº 901 - CEP: 17.600-020",Município: Tupã,E-mail: ca.tupa@cati.sp.gov.br,Telefone: (14)3496-4525,Responsável: Engº Agrº Idoraldo Dassi Gonçales Junior,Técnicos:,True
CA de Tupi Paulista,CATI Regional de Dracena,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Dracena,"Endereço: Av. Brasil, 237 - CEP: 17930-000",Município: Tupi Paulista,E-mail: ca.tupipaulista@cati.sp.gov.br,Telefone: (18) 3851-1252,Responsável: Eng. Agr. Paulo Sergio Martin,Técnicos: Eng. Agr. Nelson Napolitano Neto (Convênio Prefeitura Municipal),True
CA de Turiúba,CATI Regional de General Salgado,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20General%20Salgado,"Endereço: Rua José Vicente dos Santos, 620, Centro - CEP: 15280-000",Município: Turiúba,E-mail: ca.turiuba@cati.sp.gov.br,Telefone: (18) 3696-1401,Responsável: Méd. Vet. Pedro Lança Neto,Técnicos: Méd. Vet. Pedro Lança Neto (Convênio SAA/PM),True
CA de Turmalina,CATI Regional de Fernandópolis,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Fernand%C3%B3polis,"Endereço: Rua Treze de Maio, 483 - CEP: 15.755-000",Município: Turmalina,E-mail: ca.turmalina@cati.sp.gov.br,Telefone: (17) 3667-1118,Responsável: Eng.º Agr.º Alessandro Hideki Shigaki,"Técnicos: Eng.º Agr.º Alessandro Hideki Shigaki (Convênio Prefeitura Municipal),Méd. Vet. Haroldo Morisugi (Convênio Prefeitura Municipal). VICENTE CHICARELLI MORENO",True
CA de Ubarana,CATI Regional de São José do Rio Preto,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20S%C3%A3o%20Jos%C3%A9%20do%20Rio%20Preto,"Endereço: Rua João Pinto Rodrigues, 2036 - CEP: 15225-000",Município: Ubarana,E-mail: agricultura@ubarana.sp.gov.br,Telefone: (17) 3807-1203,Responsável: Eng. Agr. Ricardo Domingos Luiz Pereira,Técnicos: Eng. Agr. Valter Maques Pimentel (Convênio Prefeitura Municipal).,True
CA de Ubatuba,CATI Regional de Santos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Santos,"Endereço: Praça Teodorico de Oliveira, 38 - Ilha dos Pescadores (Centro) - CEP: 11680-000",Município: Ubatuba,E-mail: ca.ubatuba@cati.sp.gov.br,Telefone: (12) 3832-1253,Responsável: Méd. Vet. Carlos Hajime Kawatani,"Técnicos: Bióloga Kenia Cristina Barbosa Silva, Bióloga Maíra Formis de Oliveira, Bióloga Tais Forte Garms",True
CA de Ubirajara,CATI Regional de Bauru,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bauru,"Endereço: Rua Professora Maria Carmo Soares Correia Queiroz, 567 - Centro - CEP: 17440-000",Município: Ubirajara,E-mail: ca.ubirajara@cati.sp.gov.br / erika.yamaguti@sp.gov.br,Telefone: (14) 3472-1400 / (14) 996176866,Responsável: Engª. Agrª. Érika Yamaguti,Técnicos:,True
CA de Uchoa,CATI Regional de Catanduva,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Catanduva,"Endereço: Rua Bahia, 75 - CEP: 15890-000",Município: Uchoa,E-mail: ca.uchoa@cati.sp.gov.br,Telefone: (17) 3826-1224,Responsável: Eng. Agr. Claudio Giusti de Souza,Técnicos: Engº. Agrº. Waldemar Pereira Fernandes,True
CA de União Paulista,CATI Regional de General Salgado,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20General%20Salgado,"Endereço: Rua São Paulo, 475, Centro - CEP: 15250-000",Município: União Paulista,E-mail: ca.uniaopaulista@cati.sp.gov.br,Telefone: (17) 3278-1166,Responsável: Engº. Agrº. Walterney Guizilini,Técnicos: Engº. Agrº. Walterney Guizilini (Convênio SAA/PM) Téc. Apoio Agropecuário Denilson Perpétuo Godoy,True
CA de Urânia,CATI Regional de Jales,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Jales,"Endereço: Av. Presidente Kennedy, s/n - CEP: 15760-000",Município: Urânia,E-mail: ca.urania@cati.sp.gov.br,Telefone: (17) 3634-1362,Responsável: Méd. Vet. Ivan Soubhia Garcia,Técnicos: Méd. Vet. Ivan Soubhia Garcia (CATI); Técnico de Apoio Agrop. Pedro Sérgio Podsclan (CATI); Eng. Agr. Eduardo Akito Akamatsu (PM); Téc. Agrop. Carlos Mauricio Martins (ULRIK - CAR),True
CA de Uru,CATI Regional de Lins,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Lins,"Endereço: Av. Bras Flamino, nº 165, Centro, CEP 16.650-011 - CEP: 16650-011",Município: Uru,E-mail: ca.uru@cati.sp.gov.br,Telefone: CA: (14) 35821138; João: (14) 99871-8965; Liliane: (14) 98144-9492,Responsável: Eng. Agr. João Luiz Veronezzi,Técnicos: Eng. Agr. Lilianne Reveriego Carneiro Maia (Prefeitura Municipal).,True
CA de Urupês,CATI Regional de Catanduva,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Catanduva,"Endereço: Rua José Bonifácio, nº 934 - CEP: 15850-000",Município: Urupês,E-mail: ca.urupes@cati.sp.gov.br,Telefone: (17) 3552-1372,Responsável: Eng. Agr. Claudio Giusti de Souza,Técnicos: Engº Agrº. André Luiz Logullo (Convênio Prefeitura Municipal),True
CA de Valentim Gentil,CATI Regional de Votuporanga,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Votuporanga,"Endereço: Av. Eduardo Vicente, 4-15 - CEP: 15520-000",Município: Valentim Gentil,E-mail: ca.valentimgentil@cati.sp.gov.br,Telefone: (17) 3485-1104,Responsável: Eng. Agr. Amauri Antonio de Mendonça,Técnicos: Eng. Agr. Rafael Lima da Silva ( Conveniado Prefeitura).,True
CA de Valinhos,CATI Regional de Campinas,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Campinas,"Endereço: Av. 11 de Agosto, nº 2.545 - CEP: 13271-210",Município: Valinhos,E-mail: ca.valinhos@cati.sp.gov.br,Telefone: (19) 3871-1613,Responsável: Eng. Agr. Rodrigo Baccan,Técnicos:,True
CA de Valparaíso,CATI Regional de Andradina,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Andradina,"Endereço: Av. Nove de Julho, 790 - CEP: 16880-000",Município: Valparaíso,E-mail: edr.andradina@cati.sp.gov.br / agricultura@valparaiso.sp.gov.br,Telefone: (18) 3401-1110,Responsável: Engenheiro Agrônomo Renato Prates de Araújo,Técnicos: Engenheira Agrônoma Jaqueline Modesto dos Reis Hieda (PM),True
CA de Vargem,CATI Regional de Bragança Paulista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bragan%C3%A7a%20Paulista,"Endereço: Rua Geraldino de Oliveira, 236 - Centro - CEP: 12935-000",Município: Vargem,E-mail: agricultura@vargem.sp.gov.br,Telefone: (11) 4598-2009,Responsável: Eng. Agr. Rodrigo Baccan,Técnicos:,True
CA de Vargem Grande do Sul,CATI Regional de São João da Boa Vista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20S%C3%A3o%20Jo%C3%A3o%20da%20Boa%20Vista,"Endereço: Rua José Bonifácio, 813 - CEP: 13880-000",Município: Vargem Grande do Sul,E-mail: ca.vgdosul@cati.sp.gov.br,Telefone: (19) 3641-1077,Responsável: Eng. Agr. Francisco Caetano de Paula Lima,Técnicos:,True
CA de Vargem Grande Paulista,CATI Regional de Santos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Santos,"Endereço: Praça da Matriz, n° 75 - Centro - CEP: 06730-00",Município: Vargem Grande Paulista,E-mail:,Telefone: (11) 4158-8800,Responsável: Eng. Agr. Hemerson Fernandes Calgaro,Técnicos:,True
Várzea Paulista,,,,,,,,,False
CA de Vera Cruz,CATI Regional de Marília,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Mar%C3%ADlia,"Endereço: Rua Paes Leme, 98 - CEP: 17560-000",Município: Vera Cruz,E-mail: ca.veracruz@cati.sp.gov.br,Telefone: (14) 3492-1196,Responsável: Engº Agrº Wilson Morozini Filho,Técnicos: Eng. Agr. Wilson Morozini Filho,True
Vinhedo,,,,,,,,,False
CA de Viradouro,CATI Regional de Barretos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Barretos,"Endereço: Rua São João, 818 - CEP: 14740-000",Município: Viradouro,E-mail:,Telefone: (17) 3392-1592,Responsável: Eng. Agr. Rolando Salomão Carvalho Custódio do Nascimento,Técnicos:,True
CA de Vista Alegre do Alto,CATI Regional de Jaboticabal,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Jaboticabal,"Endereço: Rua Roma, nº 30 - CEP: 15.920-000",Município: Vista Alegre do Alto,E-mail: ca.vistalegredoalto@cati.sp.gov.br,Telefone: (16) 3287-1180,Responsável: Eng. Agr. Ednei Roberto Borelli (conveniado),Técnicos:,True
CA de Vitória Brasil,CATI Regional de Jales,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Jales,"Endereço: Rua 15 de Novembro, 113 - CEP: 15713-000",Município: Vitória Brasil,E-mail: ca.vitoriabrasil@cati.sp.gov.br,Telefone: (17) 3642-1168,Responsável: Eng. Agr. Fábio Henrique Zanardo,Técnicos: Eng. Agr. Fábio Henrique Zanardo (Convênio SAA/PM); Assist. Adm. José Marcos Crippa (PM); Rose Mary Aparecida Lopes Correa (PM),True
CA de Votorantim,CATI Regional de Sorocaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Sorocaba,Endereço: - CEP:,Município: Votorantim,E-mail: edr.sorocaba@cati.sp.gov.br,Telefone: (15) 3222-2852,Responsável: EDR SOROCABA,Técnicos: EDR SOROCABA,True
CA de Votuporanga,CATI Regional de Votuporanga,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Votuporanga,"Endereço: Rua Itacolomí, nº 3096 - CEP: 15500-467",Município: Votuporanga,E-mail: ca.votuporanga@cati.sp.gov.br,Telefone: (17) 3421-3188,Responsável: Eng. Agr. Amauri Antonio de Mendonça,Técnicos: Zootecnista - William Sergio de Oliveira Vivan.,True
CA de Zacarias,CATI Regional de General Salgado,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20General%20Salgado,"Endereço: Av. 12 de Março, 1019, Centro - CEP: 15265-000",Município: Zacarias,E-mail: ca.zacarias@cati.sp.gov.br,Telefone: (18) 3694-1060,Responsável: Engº. Agrº. Francisco Feroldi Neto,Técnicos: Engº. Agrº. Francisco Feroldi Neto Méd. Vet. Cláudio Henrique Antônio Filho (Convênio SAA/PM),True
CATI Regional de Andradina,Casas da Agricultura,https://www.cati.sp.gov.br/portal/institucional/enderecos/cati-regional-de-andradina,"Endereço: Av. Barão do Rio Branco, 1990 - CEP: 16901-014",Município: Andradina,E-mail: edr.andradina@cati.sp.gov.br,Telefone: (18) 3722-3940,Responsável: Engenheiro Agrônomo Renato Prates de Araújo,Técnicos: Engenheiro Agrônomo Renato Prates de Araújo Engenheiro Agrônomo Salvador Ziviani Engenheiro Agrônomo Pedro Duarte Boaventura Engenheiro Agrônomo Cidinei Santos de Souza Méd. Vet. Josué Fermino dos Santos,True
CATI Regional de Araçatuba,Casas da Agricultura,https://www.cati.sp.gov.br/portal/institucional/enderecos/cati-regional-de-aracatuba,"Endereço: Rua Barão do Triunfo, nº 403, Bairro São Joaquim - CEP: 16050-230",Município: Araçatuba,E-mail: edr.aracatuba@cati.sp.gov.br,Telefone: (18) 3624-4200 / (18) 99786-2416,Responsável: Eng. Agr. Washington Massao Oi (SAA),Técnicos: Méd. Vet. Arlindo Mariano de Araújo Filho (afastado) Eng. Agr. Carlos Kauche Andraus Eng. Agr. Fabiano Carlos de Castilho Med. Vet. Fabiano Pantarotto Eng. Agr. Marcelo Moimas Eng. Agr. Maria Cecília Cardoso Lucchesi Teodoro Eng. Agr. Cláudio Antônio Baptistella Assistente Técnico Manoel Rodrigues Cardoso,True
CATI Regional de Araraquara,Casas da Agricultura,https://www.cati.sp.gov.br/portal/institucional/enderecos/cati-regional-de-araraquara,"Endereço: Rua Treze de Maio, 1352 - CEP: 14810-086",Município: Araraquara,E-mail: edr.araraquara@cati.sp.gov.br,Telefone: (16) 3322-0511,Responsável: Engª Agrª Érica Ybarra Tannuri de Godoy,Técnicos: Engº Agrº Evandro Domingues Fernandes Eng° Agr° Érica Tomé da Silva Engº Agrº Eraldo Antonio Nuncio Engº Agrº Nestor Jamami,True
CATI Regional de Assis,Casas da Agricultura,https://www.cati.sp.gov.br/portal/institucional/enderecos/cati-regional-de-assis,"Endereço: Rua Santa Cecília, 319 - 1.º Andar - CEP: 19806-050",Município: Assis,E-mail: edr.assis@cati.sp.gov.br,Telefone: (18) 3322-5951,Responsável: Eng. Agr. Mário Augusto Totti,"Técnicos: Méd. Vet. Clóvis Inocente Filho, Eng. Agr. Marcos Cesar dos Santos e Eng. Agr. Paulo Arlindo de Oliveira.",True
CATI Regional de Avaré,Casas da Agricultura,https://www.cati.sp.gov.br/portal/institucional/enderecos/cati-regional-de-avare,"Endereço: Rua Santa Catarina, 1.901 - Bairro Alto - CEP: 18708-005",Município: Avaré,E-mail: edr-avare@cati.sp.gov.br,Telefone: (14) 3733 7858,Responsável: Eng. Agr. Euvaldo Neves Pereira Junior,"Técnicos: Eng. Agr. Eliseu Aires de Melo Med. Vet. Paulo Renato Tamássia Pégolo, Eng. Agr.Alexandre Coutinho Duboc.",True
CATI Regional de Barretos,Casas da Agricultura,https://www.cati.sp.gov.br/portal/institucional/enderecos/cati-regional-de-barretos,"Endereço: Rua Quatro, 966 - CEP: 14780-005",Município: Barretos,E-mail: edr.barretos@cati.sp.gov.br,Telefone: (17) 3322-8700,Responsável: Eng. Agr. Rolando Salomão Carvalho Custódio do Nascimento,"Técnicos: Eng. Agr. Eliana Gambarato Bertin, Med. Vet. Renato Soares de Souza, Eng. Agr. João Amadeu Giacchetto, Zootec. Msc. Diego Barrozo.",True
CATI Regional de Bauru,Casas da Agricultura,https://www.cati.sp.gov.br/portal/institucional/enderecos/cati-regional-de-bauru,"Endereço: Av. Cruzeiro do Sul, 13-75 - CEP: 17030-743",Município: Bauru,E-mail: edr.bauru@cati.sp.gov.br / marco.beraldo@sp.gov.br,Telefone: (14) 3878-4021 - (14) 3878-4022,Responsável: Eng. Agr. Marco Aurelio Parolin Beraldo,"Técnicos: Engº. Agrº. João Paulo Braga Araújo Méd. Vet. José Adriano Bandeira Moreira Jorge, Engº. Agrº. Eduardo Caminero Gomes Engº Agrº Renato Theodoro Delgado",True
CATI Regional de Botucatu,Casas da Agricultura,https://www.cati.sp.gov.br/portal/institucional/enderecos/cati-regional-de-botucatu,"Endereço: Rua Ranimiro Lotufo, 202 - CEP: 18607-050",Município: Botucatu,E-mail: edr.botucatu@cdrs.sp.gov.br / ricardo.chiarelli@sp.gov.br,Telefone: (14) 3882-4422,Responsável: Eng. Agr. Ricardo Henrique Casini Chiareli,"Técnicos: Eng. Agr. Daniel Ferreira Martins Pio, Eng. Agr. Rafael Marcelino, Eng. Agr. Jaime Duarte Filho Eng. Agr. Marcelo Leonardo",True
